S_a,S_q,S_sk,S_ku,S_z,S_10z,S_v,S_p,S_mean,S_sc,S_2a,S_3a,S_dr,S_dq,S_dq6,S_bi,S_ci,S_vi,S_pk,S_vk,S_k,S_dc0-5,S_dc5-10,S_dc10-50,S_dc50-95,S_dc50-100,S_ds,S_td,S_tdi,S_rw,S_rwi,S_hw,S_fd,S_cl20,S_cl37,S_tr20,S_tr37
390.1163700424794,459.24061203162967,0.26035425515215116,2.12249598157457,2188.2987145484976,6770.127205859861,-952.2933937972779,1236.0053207512196,606.7637963751621,92818.94438624216,25.0,159932654.48472273,639730517.9388909,89.98208690714546,89.9819962669963,0.5848591183218299,1.6548337987614117,0.07026497640366994,355.15942493729995,208.92286633146674,1258.271760865386,450.7895351969902,131.29792287291002,709.0087835137132,612.7236400735794,897.2024729648841,142.88,0.0,0.2349062549999893,4.98046875,0.014285162241213262,4.98046875,2.3721550419514337,0.013810679320049757,0.013810679320049757,102.33628097699456,89.8765635068457
76.10954762788197,103.06030489502713,1.1295699163440134,5.573793969762278,847.8748330848528,2831.6113552456404,-278.3518707420196,569.5229623428331,121.22769830124408,46653.55012170934,25.0,34533740.70288808,138134862.81155232,89.95709595659719,89.96104247180268,0.5291594535498699,1.8469614461225738,0.08875336784990294,188.0178377582288,82.53080646522534,211.96870827121316,374.7606762235049,71.22148597912764,139.05147262591584,120.39822629804911,262.8411982563044,182.4,0.703125,0.6262525000079677,4.98046875,0.021458111932822477,2.490234375,2.3999863906783876,0.013810679320049757,0.013810679320049757,159.14663112352918,179.43806895215792
342.4134599447427,433.8866319869164,0.9770989279522768,3.2119615359586238,1972.8196147205035,6777.804767595498,-758.6748435190601,1214.1447712014435,435.0551516438129,32348.275866636697,25.0,22918959.057850875,91675736.2314035,89.9541008624777,89.95387885978926,0.4685028518606595,2.071704240338015,0.07938756429951649,893.5620443533437,237.3611993147352,581.9817863425484,288.0316637491936,213.06451838981434,856.2037127886986,410.34647986186474,615.5197197927971,127.16,90.0,0.26669962319921575,4.98046875,0.013234540183891452,4.98046875,2.271823247238088,0.013810679320049757,0.013810679320049757,156.41728349976788,162.82692837155358
102.12624622799922,125.7578133797867,0.3776350517980137,2.4769134680602556,609.5187475871612,1955.3035626818369,-269.6133376348129,339.90540995234835,155.9573000824488,30722.929827544318,25.0,18085911.364151984,72343545.45660794,89.94424952035246,89.94483905233092,0.5322243490624591,1.8048004924209748,0.08588983950138544,136.47098682136365,63.27816998095046,316.94974874532375,103.61818708981747,45.10438732144996,206.01733668446047,175.5413993051024,254.77883649143337,169.72,90.0,0.3343786924025584,2.490234375,0.028699362760600856,2.490234375,2.3522937111976274,0.013810679320049757,0.013810679320049757,103.89036927057195,70.82159535082513
33.22038616429067,39.464728454772974,0.4632496969021976,2.2526453560412323,174.06063111760892,569.9015291734676,-69.02193365263317,105.03869746497577,37.645313408269075,1144.6322544410084,25.0,222377.56125278238,889410.2450111295,89.59004396673703,89.39583877499767,0.576245490516926,1.7011059605979817,0.056838139441230534,46.2126651470204,4.061205195217721,93.12243764792075,36.55273253469788,10.443637867056552,69.27613118480835,44.55952156610788,57.78812953104616,104.28,135.0,0.5327331126562501,4.98046875,0.024246219368145264,2.490234375,2.1954936563626495,0.013810679320049757,0.013810679320049757,175.97491984312168,126.85253927368313
15.7756131421749,21.851506705730785,1.4651251390822384,6.582563103217719,191.39249948524315,670.9648982923453,-55.334592693633525,136.05790679160964,19.55469620588983,11892.390058904753,25.0,3036634.303096115,12146437.21238446,89.84305662161748,89.85877777609447,0.5076887041619799,1.9460966602296137,0.0749935095955322,46.708931076276734,10.24131766524304,45.934199876458344,93.01675474982818,19.139249948524323,26.79494992793404,25.26380993205209,52.44154485895662,245.96,90.0,0.2560586980663413,4.98046875,0.031963945958874876,1.66015625,2.430995665148819,0.013810679320049757,0.013810679320049757,64.4215600567484,68.35307998719576
308.8827841173603,377.7513566477148,0.5773425326378677,2.8795325240994027,2122.5948624864595,7266.584290315597,-747.0322860407193,1375.56257644574,437.59085397183685,103232.68946647234,25.0,201981616.76167122,807926367.0466849,89.98391948558191,89.98389194625715,0.5525939250039804,1.767371071979953,0.07053935936913196,446.97275241899155,174.9218578009199,923.3287651816096,691.9659251705857,165.5623992739438,594.3265614962086,449.9901108471295,670.7399765457212,159.0,149.765625,0.3514284603413224,2.490234375,0.036289048345743216,1.66015625,2.383653282629647,0.013810679320049757,0.013810679320049757,97.64402729975966,46.83741027945867
84.06078257198956,105.95427828957973,0.5731538327750763,3.141193729680497,625.1022640975378,1913.4996411738314,-286.87161729389913,338.2306468036387,100.446330530607,13763.673772032178,25.0,4431537.51767195,17726050.0706878,89.89052074603428,89.88859146888866,0.505845939763037,1.9201372464229345,0.08065677943476206,148.04794205129377,65.49011315148435,262.54295092096584,128.77106640409278,63.760430937948854,157.52577055257956,135.02208904506816,275.04499620291665,170.88,90.0,0.23765277429291515,4.98046875,0.02536498596183974,2.490234375,2.259259922906367,0.013810679320049757,0.013810679320049757,70.3221812336952,147.83867020713126
468.92174065266727,594.214489119587,0.3584722754861095,2.7867544701964158,3142.8002129078623,9955.357939402707,-1361.7942236925292,1781.0059892153329,664.7773933064209,110116.59068634911,25.0,427915770.23332113,1711662980.9332845,89.9900509952552,89.98817991929332,0.5360785193533658,1.783152458708304,0.10059882928767037,742.1324668924947,419.0530774206148,1367.1180926149198,672.5592455622825,263.99521788426,911.4120617432802,879.9840596142014,1294.8336877180393,122.04,135.0,0.2797544819296721,0.830078125,0.060187039916653515,0.99609375,2.400034000639569,0.013810679320049757,0.013810679320049757,74.89455761152026,73.31603068963217
263.77108684583493,336.45367286743084,0.0495351092401262,3.076669637392077,2054.7749720498455,5581.592481742803,-1135.8464773859703,918.9284946638752,378.39780331357156,38739.10771889639,25.0,31914287.655356545,127657050.62142618,89.95867861931782,89.95938945502861,0.5584356825361836,1.6919939402310065,0.11755875913107151,371.07122611291607,334.7955493399739,780.8144893789413,316.435345695676,143.8342480434892,480.817343459664,505.474643124262,1113.6880348510163,166.64,90.0,0.24121878304397845,4.98046875,0.019023836064491158,4.98046875,2.262689563938863,0.013810679320049757,0.013810679320049757,122.98733909452052,131.56815135830416
287.01817215204966,355.9495906897927,0.4767990783403229,2.8410653585830543,2235.4327777323037,7151.503333617571,-819.1302616835134,1416.3025160487905,496.3554805375371,157243.70757926765,25.0,396713202.6064507,1586852710.4258027,89.98785229875286,89.98863833234056,0.5537117387927215,1.738271720789892,0.09296392167165507,424.4708814108018,217.70256030207673,827.1101277609523,773.4597410953771,138.5968322194028,563.3290599885406,482.85347999017756,760.0471444289833,169.4,135.0,0.544414739658791,4.98046875,0.027730884069057802,2.490234375,2.3839162580845956,0.013810679320049757,0.013810679320049757,78.14818900596283,224.8963578289028
137.59345036826704,173.49374257270838,0.9027238580355708,3.67743591804447,1077.0723743170267,3631.349797836029,-390.06682519679333,687.0055491202334,204.09064706955274,32610.141919217283,25.0,22396084.343159698,89584237.37263879,89.95172077352649,89.9514903481473,0.5232465876149432,1.8755216987113692,0.06861183368339215,264.7626329971395,85.57455421331056,344.6631597814485,355.4338835246188,94.78236893989833,277.8846725737929,185.2564483825286,348.97144927871665,158.16,90.0,0.38816887566422253,2.490234375,0.032023210167987426,1.66015625,2.2990899499338626,0.013810679320049757,0.013810679320049757,43.34875915177015,59.73972857883936
420.2282302190143,510.9055466924635,-0.028687032402350546,2.4966699385702413,3090.1409548136453,9020.76713220859,-1295.004537145356,1795.1364176682896,781.4062979816708,111362.80841109267,25.0,260242438.0489885,1040969652.195954,89.98582369477222,89.98498860501502,0.6288288112985411,1.5201726033061043,0.09082814625208924,430.33338017680654,376.6332280370564,1344.2113153439357,982.6648236307394,185.40845728881868,587.1267814145926,883.7803130767026,1334.9408924794948,158.72,90.0,0.32709660513908995,2.490234375,0.029634435511439707,2.490234375,2.315548115350666,0.013810679320049757,0.013810679320049757,50.45613479510235,34.62945043402981
39.87630882955379,55.126062166054126,0.8823022109397887,4.216103641435162,317.82718516541865,1060.0238024412154,-129.14492033354097,188.6822648318777,46.945493599718695,7733.98934286468,25.0,1473062.2777527075,5892149.111010831,89.81275456430807,89.81241676704708,0.4451195536608662,2.167369528016552,0.10068468383563854,118.75530908412246,57.63881573290231,98.52642740127978,64.83674577374543,45.76711466382028,85.81333999466302,71.82894384738461,121.40998473318992,168.64,90.0,0.221875130499422,4.98046875,0.029397309003284876,2.490234375,2.2829351077402182,0.013810679320049757,0.013810679320049757,109.06769173992667,61.83456726476222
477.90165142329147,597.1796190473432,0.09067512981286963,2.7262828651147495,3437.300111977503,10572.493688611836,-1588.5772316591042,1848.722880318399,1232.2587177587147,123218.54684469764,25.0,295393325.5432947,1181573202.173179,89.98705106568809,89.98635539003834,0.5994139630379716,1.586079522093092,0.10655297752231449,579.3889018068916,487.07973025795695,1426.4795464706633,852.4504277704204,192.4888062707405,763.0806248590056,1031.190033593251,1629.2802530773365,146.4,135.0,0.40923128513550777,2.490234375,0.032554098569632935,2.490234375,2.3183021782078437,0.013810679320049757,0.013810679320049757,60.810611461019114,48.04099633967441
314.971936869292,398.6325152732766,0.898948214475727,3.449682147288406,1997.4395525922428,7094.068401459932,-712.9459577254911,1284.4935948667517,344.9474550639337,25965.71566693453,25.0,33569009.17139203,134275936.68556812,89.96404459275212,89.95328268555384,0.5026109211242815,1.947590143824163,0.0724344108213137,651.2653586476537,251.8225421006831,699.1038434072848,491.3701299376917,223.71322989033115,679.1294478813626,447.4264597806624,603.2267448828574,144.44,135.0,0.33125736800393835,4.98046875,0.027055119482316935,2.490234375,2.281674361017957,0.013810679320049757,0.013810679320049757,91.62428504022441,105.31881254849068
77.90018811239054,93.73305908314333,-0.00880855332737685,2.488361581582595,620.1361973401624,1758.884101504246,-307.05674847628296,313.0794488638794,316.7442357100783,11832.195917676447,25.0,5671211.766146902,22684747.064587608,89.91761616460704,89.88472621048133,0.6328046260952338,1.4880779642496875,0.10714516434736976,46.91550545648453,73.08856507657413,272.8599268296714,164.95622849248315,18.604085920204852,132.70914623079477,146.35214257227832,303.8667366966796,77.92,0.0,0.3417820529021396,4.98046875,0.024605923040256335,2.490234375,2.2991068380523987,0.013810679320049757,0.013810679320049757,92.00602918718384,64.76541806027474
715.5430198533666,850.1367838437823,0.3577276284323986,2.193742308438722,3692.730293380652,12250.630590639375,-1529.6244191444907,2163.105874236161,864.359382914367,32180.11912492889,25.0,185518228.5254272,742072814.1017089,89.9857929998948,89.97967005006886,0.5590905612954307,1.735211502671917,0.06782763812295829,835.236346276507,267.85075945264634,2104.856267226972,642.5350710482335,295.4184234704521,1388.466590311125,1093.048166840673,1366.3102085508413,89.48,135.0,0.3355574288507955,2.490234375,0.026777706825963036,2.490234375,2.2740435954833798,0.013810679320049757,0.013810679320049757,93.95995955066967,40.49683021791386
383.5665797275663,502.6956196468865,1.0440620599135404,4.189630573370072,2965.929557104916,10863.298589824,-950.6264266424657,2015.30313046245,540.1288812750123,98056.96431751129,25.0,187291358.35091478,749165333.4036591,89.98260108231841,89.98303101422044,0.5272107348089993,1.8731064602907752,0.06574987645788333,817.6285262931324,219.69857068457372,993.586401630147,1061.8027814435598,266.9336601394425,783.0054030756978,581.3221931925634,854.1877124462158,168.08,90.0,0.44322501521680224,4.98046875,0.019031400765917608,4.98046875,2.3389598477905076,0.013810679320049757,0.013810679320049757,151.06435480428556,125.55391466998944
192.13671093780812,245.32239825366864,0.7799320215382672,3.0938429918628665,1169.876736785538,3948.065112998884,-461.76549702507134,708.1112397604668,227.61492103840706,24018.29993992549,25.0,14365537.158226475,57462048.6329059,89.94190334131953,89.94042405650005,0.46466956143520977,2.097857746515813,0.06847165771610403,405.50015493758326,81.73538844776732,549.8420662892026,180.16101746497293,142.72496188783566,425.83513218993585,292.4691841963845,421.1556252427937,141.88,90.0,0.30621819496455954,4.98046875,0.02157092043487629,4.98046875,2.2705531994818315,0.013810679320049757,0.013810679320049757,52.448964023710644,70.14158081889352
247.22857528431328,316.24201613650615,0.9219040919224427,4.1781572422895845,2490.7529292512068,7611.80581795313,-656.2929144930689,1834.4600147581377,331.2528674686726,76319.87343326645,25.0,121444777.28899619,485779009.1559847,89.97916973328435,89.97811456623039,0.5368372891508457,1.830098367194905,0.0692938657340413,490.2098974211517,111.62831187325409,784.58717271413,1245.3764646256031,174.35270504758455,458.298538982222,383.5759511046858,612.7252205957968,165.8,90.0,0.42367763015728355,4.98046875,0.025641063098184334,2.490234375,2.32423055693292,0.013810679320049757,0.013810679320049757,137.27367865320787,125.73669100114542
266.0974199902642,319.94049422998376,0.3585689930025804,2.483808043536033,1763.5186000933409,6221.488240475332,-622.421655779162,1141.0969443141787,495.36368017026246,147329.97585648648,25.0,342850197.57173324,1371400690.286933,89.98710211829349,89.98786855684558,0.57951653850011,1.682204030730435,0.06613161455683138,286.1053388797886,53.83875107977913,978.752823051804,589.0152124311757,116.39222760616053,451.46076162389534,451.4607616238952,606.6503984321092,163.32,0.0,0.323636339950719,4.98046875,0.030028444411663083,1.66015625,2.3920928405949216,0.013810679320049757,0.013810679320049757,69.51199831495796,157.8301851577789
806.9820307575408,1001.2756916639485,0.741232962176631,3.059725040145443,4617.812091851434,16546.84738464121,-1606.0773109012916,3011.7347809501425,770.559579598006,12151.623329778527,25.0,70756953.99553542,283027715.9821417,89.97720990518316,89.9621837985445,0.5209737630320488,1.8943005343275383,0.0537030862858147,1260.558129280787,138.14765188890468,2470.529469140517,1089.8036536769387,554.1374510221722,1542.349238678379,1154.4530229628583,1431.5217484739444,26.04,135.0,0.4432631948793796,4.98046875,0.023778999150590927,2.490234375,2.1737434637207103,0.013810679320049757,0.013810679320049757,67.62951476840351,48.15815950242834
207.65651256160737,257.3016672613364,0.6050462549351625,2.963721252886054,1474.177690578891,5216.210806506419,-514.2785956933377,959.8990948855535,265.184097486941,57856.94920660416,25.0,66735476.751427196,266941807.00570878,89.97084377706938,89.97118852390311,0.5368087866860417,1.8126883571758874,0.07576159257698448,320.81962889555444,107.43323034996838,626.5255184960286,480.5819271287187,123.83092600862676,395.0796210751428,327.2674473085138,474.6852163664029,177.32,90.0,0.22711309642264885,4.98046875,0.022706716129953897,2.490234375,2.3129569490164115,0.013810679320049757,0.013810679320049757,116.51841393542138,135.52739043103787
62.215747780581864,100.53001800334799,3.163467357293917,17.802062588102622,1118.1531438826228,4157.06620628048,-162.81488567200813,955.3382582106145,65.70050226799329,52805.31099324809,25.0,55869842.24157143,223479268.9662857,89.96242584563896,89.96663669755424,0.659194641778407,1.5604571069051132,0.04844000931298291,250.8066762499735,26.686315293944116,162.13220586298024,802.833957307723,73.79810749625312,96.16117037390558,82.74333264731409,145.35990870474097,246.68,0.0,0.19230902976085829,4.98046875,0.028303637397015538,1.66015625,2.4515964567515676,0.013810679320049757,0.013810679320049757,57.821658970958666,36.75483708671541
297.1404821455491,350.8616655865667,0.47078350327143764,2.345628429977951,1736.0215199585607,6201.062962253693,-556.4459551579876,1179.5755648005731,441.5005221518902,77252.95433529711,25.0,110682940.934423,442731663.73769206,89.97822891279615,89.97794275314354,0.5685610996015202,1.7346585791698585,0.04607718050741868,378.0166424504798,22.415781390614427,876.690867579073,562.4709724665736,118.04946335718228,534.6946281472366,434.00537998964023,520.8064559875683,155.32,0.0,0.3299461299057427,4.98046875,0.025004319588846344,2.490234375,2.3177220593159706,0.013810679320049757,0.013810679320049757,65.69870441841715,96.00854467199433
